Pixel;Wavelength;Wavenumber;Raman Shift;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Irradiance (W/cm^2/nm) #1;
216;815,53;12262;480,35;3742,7;65535;4746,3;1003,6;0;0;0;
217;815,68;12259,75;482,6;3779,1;65535;4760,6;981,5;0;0;0;
218;815,83;12257,5;484,85;3835,9;65535;4851,4;1015,5;0;0;0;
219;815,98;12255,25;487,09;3740,6;65535;4711,3;970,7;0;0;0;
220;816,13;12253;489,34;3636,6;65535;4629,7;993,1;0;0;0;
221;816,28;12250,76;491,59;3655;65535;4637,2;982,2;0;0;0;
222;816,43;12248,51;493,83;3618,5;65535;4620,6;1002,1;0;0;0;
223;816,58;12246,27;496,08;3693,2;65535;4686,2;993;0;0;0;
224;816,73;12244,02;498,32;3676,7;65535;4656,3;979,6;0;0;0;
225;816,87;12241,78;500,56;3565,6;65535;4556,3;990,7;0;0;0;
226;817,02;12239,54;502,81;3763,5;65535;4740,2;976,7;0;0;0;
227;817,17;12237,3;505,05;3694,3;65535;4647;952,7;0;0;0;
228;817,32;12235,06;507,29;3758,3;65535;4723,6;965,3;0;0;0;
229;817,47;12232,82;509,53;3729,4;65535;4698,6;969,2;0;0;0;
230;817,62;12230,58;511,76;3674;65535;4625,3;951,3;0;0;0;
231;817,77;12228,34;514;3713,5;65535;4675,1;961,6;0;0;0;
232;817,92;12226,11;516,24;3764,6;65535;4693;928,4;0;0;0;
233;818,07;12223,87;518,47;3873,7;65535;4822,3;948,6;0;0;0;
234;818,22;12221,64;520,71;3587,4;65535;4533,2;945,8;0;0;0;
235;818,37;12219,4;522,94;4237,2;65535;4650,5;413,3;0;0;0;
236;818,52;12217,17;525,17;3593,4;65535;4497,8;904,4;0;0;0;
237;818,67;12214,94;527,4;3685,6;65535;4642;956,4;0;0;0;
238;818,82;12212,71;529,63;3583,8;65535;4515,8;932;0;0;0;
239;818,97;12210,48;531,86;3893,7;65535;4823,8;930,1;0;0;0;
240;819,12;12208,25;534,09;3754,6;65535;4663,3;908,7;0;0;0;
241;819,27;12206,02;536,32;3717;65535;4629,2;912,2;0;0;0;
242;819,42;12203,8;538,55;3782;65535;4679,3;897,3;0;0;0;
243;819,57;12201,57;540,77;3826,4;65535;4757,8;931,4;0;0;0;
