Data from GaranzaWhite_Reflection__3__43.txt Node;
1027,075;96,76
1027,28;96,41
1027,486;95,82
1027,691;96,33
1027,897;95,75
1028,102;95,99
1028,308;95,72
1028,513;97,13
1028,719;97,87
1028,924;97,19
1029,129;97,25
1029,335;97,37
1029,54;97,15
1029,745;97,04
1029,95;96,12
1030,156;94,92
1030,361;95,36
1030,566;95,78
1030,771;95,22
1030,976;95,54
1031,182;94,76
1031,387;94,68
1031,592;94,43
1031,797;95,56
1032,002;95,41
1032,207;95,84
1032,412;94,37
1032,617;96,35
1032,822;94,59
1033,027;94,81
1033,232;94,68
1033,437;94,45
1033,642;95,48
1033,846;95,3
1034,051;94,48
1034,256;94,1
1034,461;93,46
1034,666;93,41
1034,87;94,18
1035,075;95,29
1035,28;95,17
1035,484;95,05
1035,689;95,15
1035,894;94,37
1036,098;93,04
1036,303;93,93
1036,507;94,63
1036,712;95,86
1036,917;95,82
1037,121;95,9
1037,325;93,7
1037,53;94,49
1037,734;95,99
1037,939;94,77
1038,143;96,28
1038,348;97,55
1038,552;97,66
1038,756;100,46
1038,961;100,11
1039,165;98,55
1039,369;97,5
1039,573;96,59
1039,778;98,21
1039,982;98,32
1040,186;101,69
1040,39;102,68
1040,594;101,85
1040,798;102,4
1041,002;101,09
1041,206;99,14
1041,41;100,74
1041,614;104,21
1041,818;103,94
1042,022;101,9
1042,226;101,81
1042,43;100,44
1042,634;99,43
1042,838;99,78
1043,042;99,79
1043,246;100,2
1043,45;99,49
1043,653;98,47
1043,857;99,52
1044,061;97,01
1044,265;97,59
1044,468;96,2
1044,672;96,13
1044,876;96,98
1045,079;96,67
1045,283;100,01
1045,487;99,77
1045,69;99,42
1045,894;95,84
1046,097;95,8
1046,301;95,02
1046,504;95,46
1046,708;95,73
1046,911;98,14
1047,115;98,22
1047,318;97,54
1047,522;97,51
1047,725;97,67
1047,928;98,86
1048,132;100,77
1048,335;103,61
1048,538;104,69
1048,741;102,85
1048,945;102,35
1049,148;102,75
1049,351;102,67
1049,554;99,95
1049,757;100,76
1049,96;100,18
1050,163;101,27
1050,367;99,82
1050,57;101,47
1050,773;101,01
1050,976;99,22
1051,179;100,17
1051,382;101,39
1051,585;101,52
1051,787;102,63
1051,99;103,54
1052,193;102,26
1052,396;102,83
1052,599;102,01
1052,802;98,42
1053,005;97,51
1053,207;99,21
1053,41;94,78
1053,613;94,77
1053,815;95,33
1054,018;92,81
1054,221;92,39
1054,423;92,9
1054,626;93,75
1054,829;92,87
1055,031;92,76
1055,234;96,08
1055,436;92,56
1055,639;90,41
1055,841;88,02
1056,044;87,3
1056,246;84,66
